English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Purple	purple	Are they purple?	None of the Germanic tribes, who, dividing among themselves the provinces of the Caesarian empire, had tried to dress their barbaric nakedness in the torn but splendid garments of Roman civilization, had known like the Goths how to gather these fragments of purple and gold, to compose themselves in the example of civilized people.	São roxos?	Nenhuma das tribos germânicas, que, dividindo entre si as províncias do império dos Césares, tinham tentado vestir sua bárbara nudez com os trajos despedaçados mas esplêndidos da civilização romana, soubera como os godos ajuntar esses fragmentos de púrpura e ouro, para se compor a exemplo de povo civilizado.
Push	push	Push!	Mark wrote a letter to his wife and gave it to Vassili to take to her, and this was what was in the letter: 'When the bearer of this arrives, take him into the soap factory, and when you pass near the great boiler, push him in. If you don't obey my orders I shall be very angry, for this young man is a bad fellow who is sure to ruin us all if he lives.'	Empurre!	"Mark escreveu uma carta a sua esposa e pediu que Vassili fosse entregá-la, e era isto o que a carta dizia: ""Quando o portador desta chegar, leve-o para a fábrica de sabão e, quando você passar perto da grande caldeira, empurre-o para dentro dela. Se você não obedecer às minhas ordens, ficarei muito bravo, pois esse jovem é um sujeito ruim que certamente arruinará a todos nós se continuar vivo""."
Put	put	Put it on.	Leovigild had expelled the remaining soldiers of the Greek emperors from Spain, had suppressed the audacity of the Franks, who in their raids ravaged the Visigothic provinces beyond the Pyrenees, had put an end to the sort of monarchy that the Suevi had established in Gallaecia and had expired in Toledo, after having established political and civil laws, and peace and public order in its vast domains, which stretched from coast to coast, and also, crossing the mountains of Vasconia, covered a large portion of the former Narbonian Gaul.	Coloque-o.	Leovigildo expulsara da Espanha os derradeiros soldados dos imperadores gregos, reprimira a audácia dos francos, que em suas correrias assolavam as províncias visigóticas dalém dos Pirenéus, acabara com a espécie de monarquia que os suevos tinham instituído na Galécia e expirara em Toledo, depois de ter estabelecido leis políticas e civis e a paz e ordem públicas nos seus vastos domínios, que se estendiam de mar a mar e, ainda, transpondo as montanhas da Vascónia, abrangiam uma grande porção da antiga Gália narbonense.
Pylon	pylon				
Pyramid	Pyramid	It's a pyramid scheme.	I would like to know more about the technology which was used in the construction of the Egyptian pyramids.	É um esquema de pirâmide.	Eu gostaria de saber mais sobre a tecnologia utilizada na construção das pirâmides egípcias.
Pyre	Pyre				
Pâté	pâté				
Qualified	qualified	Tom is highly qualified.	He says Franck Biya is very polite, does not squander state resources and is a trained political scientist, which makes him highly qualified to succeed his father.	Tom é altamente qualificado.	Ele diz que Franck Biya é muito educado, não esbanja os recursos estatais e é um cientista político instruído, o que o torna altamente qualificado para suceder ao seu pai.
Quality	quality	They're low-quality.	"When we come to die, we shall be alone. From all our worldly possessions we shall be about to part. Worldly friends — the friends drawn to us by our position, our wealth, or our social qualities, — will leave us as we enter the dark valley. From those bound to us by stronger ties — our kindred, our loved ones, children, brothers, sisters, and from those not less dear to us who have been made our friends because they and we are the friends of the same Saviour, — from them also we must part. Yet not all will leave us. There is One who ""sticketh closer than a brother"" — One who having loved His own which are in the world loves them to the end."	São de baixa qualidade.	"Quando viermos a morrer, estaremos sozinhos. De todo os nossos bens materiais, estaremos prestes a nos separar. Os amigos terrenos — aqueles atraídos para nós por nossa posição, nossa riqueza ou nossas qualidades sociais — nos deixarão quando entrarmos no vale sombrio. Daqueles que estão vinculados a nós por laços mais fortes — nossos parentes, nossos entes queridos, filhos, irmãos, irmãs — e daqueles que não nos são menos queridos, que se tornaram nossos amigos porque eles e nós somos amigos do mesmo Salvador, deles também nos devemos separar. No entanto, nem todos nos deixarão. Existe UM que ""é mais próximo que um irmão"", UM apenas, que, tendo amado os seus, que estão no mundo, os ama até o fim."
Quarry	Quarry	Those more difficult jobs, especially in the quarries, were carried out by criminals sentenced by the judges, or by prisoners of war.	The town of Kemmerer calls itself “Wyoming’s Aquarium in Stone.” Quarries just outside town yield schools of fossilized fish with just a few taps of a chisel.	Esses trabalhos mais difíceis, especialmente nas pedreiras, eram executados por criminosos que os juízes condenavam, ou por prisioneiros de guerra.	"A cidade de Kemmerer intitula-se a si própria de ""Aquário em Pedra do Wyoming"". As pedreiras nos arredores da cidade produzem cardumes de peixes fossilizados com apenas alguns golpes dum cinzel."
Quarter	quarter	It's a quarter to two.	The provision for warranty expense is generally established for specific losses, along with historical estimates of customer claims as a percentage of sales, which can cause variability in warranty expense between quarters.	É uma e quarenta e cinco.	A provisão para despesas de garantia é geralmente estabelecida para perdas específicas, juntamente com estimativas históricas de reclamações de clientes como percentagem das vendas, o que pode causar variabilidade nas despesas de garantia entre trimestres.
Quarter	quarter	It's a quarter to two.	The provision for warranty expense is generally established for specific losses, along with historical estimates of customer claims as a percentage of sales, which can cause variability in warranty expense between quarters.	É uma e quarenta e cinco.	A provisão para despesas de garantia é geralmente estabelecida para perdas específicas, juntamente com estimativas históricas de reclamações de clientes como percentagem das vendas, o que pode causar variabilidade nas despesas de garantia entre trimestres.
Queen	queen	I see a queen.	The roses out on the roof were in full bloom, and peeped in at the window; and there stood the little chairs, on which they had sat when children; and Kay and Gerda seated themselves each on their own chair, and held each other by the hand, while the cold empty grandeur of the Snow Queen's palace vanished from their memories like a painful dream.	Vejo uma rainha.	As rosas no telhado estavam em plena floração, e olhavam para dentro pela janela; e lá estavam as pequenas cadeiras em que se haviam sentado quando crianças; e Kay e Gerda sentaram-se cada um em sua própria cadeira, e ficaram de mãos dadas, enquanto a grandeza vazia e fria do palácio da rainha da neve esvanecia de suas memórias qual um sonho doloroso.
