English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Teeth	tooth	My tooth hurts.	Go brush your teeth.	Meu dente dói.	Vão escovar os dentes.
Telepathy	telepathy				
Telescope	telescope				
Temperature	temperature				
Temple	Temple	Destroy this temple.	Do you see a temple?	Destrua esse templo.	Vês um templo?
Tempo	Tempo				
Temporary	temporary				
Temporary	temporary				
Temptation	temptation				
Ten	ten	Count to ten.	He has ten children.	Conte até dez.	Ele tem dez filhos.
Tenacious	tenacious				
Tenant	Tenant				
Tender	tender	This beef is tender.	This beef is tender.	Esta carne bovina está macia.	Esta carne bovina está macia.
Tenderness	tenderness				
Tendinitis	tendinitis				
Tendon	Tendon				
Tennis	tennis	I like tennis.	I have tennis elbow.	Eu gosto de tênis.	Estou com uma distensão provocada pelo tênis.
Tent	tent	We slept in a tent.	We slept in a tent.	Dormimos numa barraca.	Dormimos numa barraca.
Tentacle	tentacle				
Tenth	tenth				
Terminus	Terminus				
Termitary	termitary				
Termite	Termite	Termites eat wood.	Termites eat wood.	Os cupins comem madeira.	Os cupins comeram a madeira.
Terrace	terrace				
Terrible	terrible	It's terrible.	Sami felt terrible.	É terrível.	Sami se sentiu terrível.
Terrier	terrier				
Terrorism	terrorism				
Terrorist	terrorist				
Test	test	This is a test.	Did I pass the test?	Isto é uma prova.	Eu passei na prova?
Testicle	testicle				
Testimony	testimony				
Testosterone	testosterone				
Tetanus	tetanus				
Tetons	teton				
Text	text	She sent me a text.	Let's read the text.	Ela me mandou uma mensagem.	Leiamos o texto.
Textile	textile				
Thailand	Thailand	Thailand is in Asia.	Thailand is in Asia.	A Tailândia fica na Ásia.	A Tailândia fica na Ásia.
Thaw	thaw				
Theater	theater				
Then	then	Then who?	So who are you then?	Então quem?	Quem é você, então?
Theory	theory	I have a theory.	I revised my theory.	Eu tenho uma teoria.	Eu revisei a minha teoria.
Therefore	therefore				
Thermometer	Thermometer				
Thermos	Thermos				
Thick	thick				
Thief	thief	He is a thief.	They're all thieves.	Ele é um ladrão.	Eles são todos ladrões.
Thigh	thigh				
Thin	thin	I'm thin.	Tom used to be thin.	Eu sou magro.	Tom era magro.
Third	third	I came in third.	I was third in line.	Eu cheguei em terceiro.	Eu era o terceiro na fila.
Third	third	I came in third.	I was third in line.	Eu cheguei em terceiro.	Eu era o terceiro na fila.
Thirsty	thirsty	I'm thirsty.	Please come thirsty.	Estou com sede.	Por favor, venha com sede.
Thirsty	thirsty	I'm thirsty.	Please come thirsty.	Estou com sede.	Por favor, venha com sede.
Thirteen	thirteen	Tom is thirteen.	I'm only thirteen.	Tom tem treze anos de idade.	Eu só tenho treze anos.
Thirtieth	Thirtieth				
Thirty	thirty	I'm thirty.	It was seven thirty.	Eu tenho trinta anos.	Eram sete e meia.
Thousand	thousand				
Thousand	thousand				
Thousandth	Thousandth				
Thread	thread				
Threat	threat	It wasn't a threat.	Tom isn't a threat.	Não era uma ameaça.	Tom não é uma ameaça.
Threatening	threaten	I was threatened.	She threatened Mary.	Eu fui ameaçado.	Ela ameaçou Mary.
Three	three	Nearly three.	He arrived at three.	Quase três.	Ele chegou às três.
Throat	throat	My throat hurts.	My throat feels dry.	Minha garganta dói.	Estou com a garganta seca.
Thrombolytic	thrombolytic				
Thrombosis	thrombosis				
Throne	throne				
Throttle/stick	Throttle				
Throw	throw	Throw.	Tom was throwing up.	Lança.	Tom estava vomitando.
Thunder	thunder				
Thunder	thunder				
Thursday	Thursday	It's Thursday.	Today is Thursday.	É quinta-feira.	Hoje é quinta-feira.
Tibet	Tibet				
Tibia	Tibia				
Tick	tick	I hate ticks!	I hate ticks!	Eu odeio carrapatos!	Eu odeio carrapatos!
Ticket	ticket	Ticket, please.	I'll go buy tickets.	O bilhete, por favor.	Vou comprar ingressos.
Ticket	ticket	Ticket, please.	I'll go buy tickets.	O bilhete, por favor.	Vou comprar ingressos.
Ticket	ticket	Ticket, please.	I'll go buy tickets.	O bilhete, por favor.	Vou comprar ingressos.
Tide	tide				
Tie	tie	I need a tie.	Straighten your tie.	Preciso de uma gravata.	Endireite sua gravata.
Tiger	tiger	Do tigers purr?	This is not a tiger.	Tigres ronronam?	Isso não é um tigre.
Tile	tile	The tile is white.	The tile is white.	O azulejo é branco.	O azulejo é branco.
Time	time	Any time.	We had a great time.	A qualquer hora.	Nós tivemos um ótimo momento.
Tip	tip	Tom tipped his hat.	Did you leave a tip?	Tom tirou o chapéu.	Você deixou gorjeta?
Tire	tire	I need new tires.	The tire leaks air.	Preciso de pneus novos.	O pneu está vazando.
Tired	tired	I'm tired.	Tom is always tired.	Eu estou cansado.	Tom está sempre cansado.
Tireless	tireless				
Title	title				
Toad	Toad				
Toast	Toast	Toast!	The toast is cold.	Saúde!	A torrada está fria.
Toaster	toaster				
Tobacco	tobacco				
Today	today	We met today.	Today is lion's day.	Nós nos encontramos hoje.	Hoje é o dia do leão.
Toes	toe	Wiggle your toes.	Tom has sore toes.	Mexa os dedos dos pés.	Tom tem dedos doloridos.
Together	together	Stay together.	Let's work together.	Fiquem juntos.	Vamos trabalhar juntos.
Together	together	Stay together.	Let's work together.	Fiquem juntos.	Vamos trabalhar juntos.
Tolerant	tolerant	Be tolerant.	Be tolerant.	Seja tolerante.	Sede tolerantes.
Toll	toll	The toll's going up.	The toll's going up.	O preço do pedágio vai aumentar.	O preço do pedágio vai aumentar.
Tomatoe	Tomatoe				
Tomorrow	tomorrow	Tomorrow?	We'll work tomorrow.	Amanhã?	Trabalhamos amanhã.
Ton	ton				
Tonight	tonight	Not tonight.	It may rain tonight.	Não hoje à noite.	Pode chover hoje à noite.
Too	too	Me too.	I need you too much.	Eu também.	Preciso demais de você.
Tool	tool	I have a tool.	I brought my tools.	Eu tenho uma ferramenta.	Eu trouxe as minhas ferramentas.
Tooth	tooth	My tooth hurts.	Go brush your teeth.	Meu dente dói.	Vão escovar os dentes.
Toothache	toothache	I have a toothache.	Tom has a toothache.	Estou com dor de dente.	Tom está com dor de dente.
Toothbrush	Toothbrush				
Tornado	Tornado	Follow that tornado!	Follow that tornado!	Siga aquele tornado!	Sigam aquele tornado!
Torpedo	Torpedo	Damn the torpedoes!	Damn the torpedoes!	Malditos torpedos!	Malditos torpedos!
Torpedo	Torpedo	Damn the torpedoes!	Damn the torpedoes!	Malditos torpedos!	Malditos torpedos!
Torrent	Torrent				
Torticollis	torticolli				
Torture	torture	Tom was tortured.	It was like torture.	Tom foi torturado.	Era como uma tortura.
Toucan	toucan				
Touch	touch	I'm touched.	Don't even touch me.	Estou comovida.	Nem me toque.
Touchpad	touchpad				
Touchy	touchy				
Tough	tough	Times were tough.	It was a tough game.	Eram tempos difíceis.	Foi um jogo difícil.
Tournament	tournament				
Tourniquet	tourniquet				
Towel	towel	Get me a towel.	I folded the towels.	Traga-me uma toalha.	Eu dobrei as toalhas.
Tower	tower	That's a tower.	The tower collapsed.	É uma torre.	A torre desabou.
Track	track				
Tracks	track				
Tract	tract				
Tractor	tractor				
Trade	trade				
Tradition	tradition	It's a tradition.	It's a tradition.	É uma tradição.	É uma tradição.
Traditional	traditional				
Traffic	traffic				
Traffic	traffic				
Tragic	tragic	How tragic!	This is so tragic.	Que trágico!	É tão trágico.
Train	train	I like trains.	The train just left.	Gosto de trens.	O comboio partiu agora mesmo.
Trainee	trainee	We're trainees.	Tom is a trainee.	Somos estagiários.	Tom é um estagiário.
Training	training				
Training	training				
Training	training				
Traitor	traitor	Traitor!	Translator, traitor.	Traidor!	Tradutor é um traidor.
Translation	translation				
Translator	translator	I am a translator.	Tom is a translator.	Sou tradutor.	Tom é tradutor.
Transparent	transparent				
Transplant	transplant				
Transplant	transplant				
Trap	trap	I'm trapped.	I'm trapped in here.	Estou preso.	Estou preso aqui dentro.
Trash	trash	What trash!	Take out the trash.	Que nojo!	Leve o lixo para fora.
Travel	travel	I travel.	I'm traveling alone.	Eu viajo.	Estou viajando sozinha.
Traveller	Traveller				
Treatment	treatment	Tom needs treatment.	Tom needs treatment.	Tom precisa de tratamento.	Tom precisa de tratamento.
Tree	tree	I love trees.	This is a pear tree.	Eu adoro árvores.	Isto é uma pereira.
Tremendous	tremendous				
Trench	trench				
Trial	trial				
Tribe	tribe				
Trigger	Trigger	Squeeze the trigger.	Squeeze the trigger.	Puxe o gatilho.	Puxe o gatilho.
Trinity	trinity				
Trip	trip	I tripped.	I will go on a trip.	Eu tropecei.	Eu farei uma viagem.
Triple	triple				
Triton	Triton				
Trivial	trivial				
Trolley	trolley				
Troops	troop				
Tropical	tropical				
Tropics	tropic				
Trout	Trout				
Truce	truce	Wait, truce!	Wait, truce!	Espere, trégua!	Espere, trégua!
Truck	truck	I have a truck.	Whose truck is that?	Eu tenho um caminhão.	De quem é aquele caminhão?
Trumpet	trumpet	Elephants trumpet.	Elephants trumpet.	Os elefantes trombeteiam.	Os elefantes trombeteiam.
Trunk	trunk	The trunk is open.	He popped the trunk.	O porta-malas está aberto.	Ele abriu o porta-malas.
Trunk	trunk	The trunk is open.	He popped the trunk.	O porta-malas está aberto.	Ele abriu o porta-malas.
Trunk	trunk	The trunk is open.	He popped the trunk.	O porta-malas está aberto.	Ele abriu o porta-malas.
Trunk	trunk	The trunk is open.	He popped the trunk.	O porta-malas está aberto.	Ele abriu o porta-malas.
Truth	truth	Truth prevails.	Tom knows the truth.	A verdade prevalece.	Tom sabe a verdade.
Try	try	Try!	I try to sleep well.	Tente!	Procuro dormir bem.
Try	try	Try!	I try to sleep well.	Tente!	Procuro dormir bem.
Tsunami	tsunami				
Tube	tube				
Tuesday	Tuesday	Isn't it Tuesday?	Isn't it Tuesday?	Não é terça-feira?	Não é terça-feira?
Tulip	Tulip				
Tumor	tumor				
Tuna	tuna	Tom sliced the tuna.	Tom sliced the tuna.	Tom cortou o atum.	Tom cortou o atum.
Tune	tune				
Tunnel	tunnel				
Turban	turban				
Turbulence	turbulence				
Turkey	Turkey	I'm from Turkey.	Let's talk turkey.	Eu sou da Turquia.	Vamos falar com honestidade.
Turkey	Turkey	I'm from Turkey.	Let's talk turkey.	Eu sou da Turquia.	Vamos falar com honestidade.
Turkey	Turkey	I'm from Turkey.	Let's talk turkey.	Eu sou da Turquia.	Vamos falar com honestidade.
Turn	turn	Turn left.	We should turn back.	Vire à esquerda.	Devemos voltar atrás.
Turtle	turtle	I like turtles.	Turtles lay eggs.	Eu gosto de tartarugas.	As tartarugas põem ovos.
Tweezers	tweezer				
Twelve	twelve	I'm twelve.	My nephew is twelve.	Tenho 12 anos.	Meu sobrinho tem doze anos.
Twentieth	Twentieth				
Twenty	twenty	Muiriel's twenty.	She is over twenty.	Muiriel tem vinte anos de idade.	Ela tem mais de vinte.
Twenty-three	twenty	Muiriel's twenty.	She is over twenty.	Muiriel tem vinte anos de idade.	Ela tem mais de vinte.
Twenty-two	twenty	Muiriel's twenty.	She is over twenty.	Muiriel tem vinte anos de idade.	Ela tem mais de vinte.
Twice	twice	I went twice.	I went there twice.	Eu fui duas vezes.	Fui lá duas vezes.
Twin	Twin	We're twins.	Tom and I are twins.	Nós somos gêmeos.	Eu e Tom somos gêmeos.
Two	two	Yes, two.	Are you two related?	Sim, dois.	Vocês dois são parentes?
Two-way	two	Yes, two.	Are you two related?	Sim, dois.	Vocês dois são parentes?
Typewriter	typewriter				
Typhus	typhu				
UN	UN				
Ugly	ugly	I'm ugly.	Who's that ugly man?	Sou feio.	Quem é aquele cara feio?
Ulcer	Ulcer				
Umbrella	Umbrella	I sell umbrellas.	Where's my umbrella?	Eu vendo guarda-chuvas.	Onde está meu guarda-chuva?
Unable	unable	I'm unable to say.	He's unable to read.	Não sei dizer.	Ele não consegue ler.
Unacceptable	unacceptable	That's unacceptable.	That's unacceptable.	Isso é inaceitável.	Isso é inaceitável.
Unanimous	unanimous				
Unavailable	unavailable	Tom was unavailable.	Tom was unavailable.	O Tom estava indisponível.	O Tom não estava disponível.
Unbiased	unbiased	You're unbiased.	You're unbiased.	Você é imparcial.	Você é imparcial.
Unbreakable	unbreakable				
Uncle	uncle	He's my uncle.	Tom is your uncle.	Ele é meu tio.	Tom é seu tio.
Uncomfortable	uncomfortable	I'm uncomfortable.	I'm uncomfortable.	Estou desconfortável.	Estou desconfortável.
Unconcerned	unconcerned				
Under	under	Road under Repair.	You're under arrest!	Estrada em obras.	Você está preso!
Underdeveloped	underdeveloped				
Underestimate	underestimate				
Undergrowth	undergrowth				
Underneath	underneath				
Underpants	underpant				
Understand	understand	I understand.	I do not understand.	Eu entendo.	Não estou entendendo patavina.
Undertake	undertake				
Underwear	underwear				
Undisciplined	undisciplined				
Uneatable	uneatable				
Unefficient	unefficient				
Unemployed	unemployed	I'm unemployed.	I'm not unemployed.	Estou desempregado.	Não estou desempregado.
Unemployment	unemployment				
Uneven	uneven				
Unexpected	unexpected	This is unexpected.	That was unexpected.	Isto é inesperado.	Isso não foi previsto.
Unexpected	unexpected	This is unexpected.	That was unexpected.	Isto é inesperado.	Isso não foi previsto.
Unfairly	unfairly				
Unfocused	unfocused				
Unforgettable	unforgettable	It's unforgettable.	It's unforgettable.	É inesquecível.	É inesquecível.
Unforgivable	unforgivable				
Unforgivable	unforgivable				
Unfortunately	unfortunately	Unfortunately!	Unfortunately!	Infelizmente!	Infelizmente!
Ungrateful	ungrateful				
Unhappy	Unhappy	I'm unhappy.	Tom wasn't unhappy.	Eu sou infeliz.	Antônio não estava infeliz.
Uniform	uniform	Put on your uniform.	Put your uniform on.	Vista seu uniforme.	Vista seu uniforme.
Uninhabitable	uninhabitable				
Union	union				
Unique	Unique	I am unique.	Everyone is unique.	Eu sou único.	Toda pessoa é única.
United	United				
University	university	He is at university.	He is at university.	Ele está na universidade.	Ele está na universidade.
Unjust	unjust	Is the world unjust?	Is the world unjust?	O mundo é injusto?	O mundo é injusto?
Unjustified	unjustified				
Unless	unless				
Unlimited	unlimited				
Unlucky	Unlucky	I'm unlucky.	I'm unlucky in love.	Sou azarado.	Não tenho sorte no amor.
Unoccupied	unoccupied				
Unofficial	unofficial				
Unoficially	unoficially				
Unpredictable	unpredictable				
Unpunished	unpunished				
Unreachable	unreachable				
Unreadable	unreadable				
Unrealistic	unrealistic				
Unstable	unstable				
Until	until	Until when?	Wait until tomorrow.	Até quando?	Espere até amanhã.
Until	until	Until when?	Wait until tomorrow.	Até quando?	Espere até amanhã.
Unusual	unusual	It's unusual.	This is unusual.	É incomum.	Isso é incomum.
Unwillingly	unwillingly	I lied unwillingly.	I lied unwillingly.	Eu menti contra a minha vontade.	Eu menti contra a minha vontade.
Unworthy	unworthy				
Uranium	Uranium				
Urgent	urgent	It's urgent.	That sounds urgent.	É urgente!	Acho que isso é urgente.
Urine	urine				
Use	use	Use this.	We use it every day.	Use isso.	Usamos isso todos os dias.
Useful	useful	Tor is useful.	This site is useful.	Tor é útil.	Este site é útil.
Useless	useless	I'm useless.	You all are useless.	Eu sou inútil.	As senhoras são inúteis.
Usher	usher				
Usually	usually	I usually walk.	I don't usually cry.	Eu normalmente vou andando.	Eu não costumo chorar.
Utopian	utopian				
Vaccine	Vaccine				
Vacuum	Vacuum				
Vagina	Vagina				
Vague	vague	It's a vague story.	It's a vague story.	É uma história vaga.	É uma história vaga.
Valid	valid				
Valley	valley				
Valve	valve				
Vampire	Vampire				
Van	van	Tom loaded the van.	Sami was in the van.	Tom carregou a van.	O Sami estava na carrinha.
Van	van	Tom loaded the van.	Sami was in the van.	Tom carregou a van.	O Sami estava na carrinha.
Vanilla	vanilla	She hated vanilla.	She hated vanilla.	Ela detestava baunilha.	Ela detestava baunilha.
Variety	variety	Variety delights.	Variety delights.	A diversidade encanta.	A variedade agrada.
Vase	vase	This is a vase.	I dropped the vase.	Isto é um vaso.	Eu derrubei o vaso.
Vegetables	vegetable	Eat more vegetables.	Eat more vegetables.	Coma mais verduras.	Coma mais verduras.
Vegetarian	vegetarian	I'm vegetarian.	Is Tom a vegetarian?	Sou vegetariano.	Tom é vegetariano?
Vein	Vein				
Venom	venom				
Veranda	Veranda				
Verdict	Verdict				
Version	version				
Vertebra	vertebra				
Vertical	vertical				
Very	very	Very!	Tom looks very well.	Muito!	Tom parece estar muito bem.
Veterinary	veterinary				
Victim	victim				
Victory	victory	I yearn for victory.	The victory is ours.	Aspiro à vitória.	A vitória é nossa.
Vietnam	Vietnam				
Village	village				
Vine	Vine	Vines like the Sun.	Vines like the Sun.	As videiras gostam do sol.	As videiras gostam do sol.
Vinegar	vinegar				
Violence	violence	We hate violence.	We dislike violence.	Nós odiamos a violência.	Não gostamos de violência.
Violent	violent	Tom's violent.	Tom wasn't violent.	O Tom está violento.	Tom não era violento.
Violently	violently				
Violin	violin	I play violin.	I play the violin.	Eu toco violino.	Eu toco violino.
Viper	viper				
Virgin	Virgin				
Virus	virus	It's not a virus.	Could it be a virus?	Não é um vírus.	Poderia ser um vírus?
Visa	visa	I have a visa.	Do you accept Visa?	Tenho um visto.	Você aceita Visa?
Visibility	visibility				
Visit	visit	I visited Dan.	We visit our mother.	Eu visitei Dan.	Nós visitamos nossa mãe.
Visitor	visitor	We have visitors.	We have visitors.	Temos visita.	Temos visita.
Vocabulary	vocabulary				
Vodka	vodka	Where's the vodka?	I don't have vodka.	Onde está a vodca?	Não tenho vodca.
Voice	voice	I hear voices.	He has a nice voice.	Escuto vozes.	Ele tem boa voz.
Volcano	volcano				
Volume	volume	Turn the volume up.	Turn up the volume.	Aumente o volume.	Aumente o volume.
