English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
test	teste	That was a test.	The 12-minute flight, 100 kilometers to the edge of space and back, was a test of a number of new technologies, including two NASA precision descent and landing sensor systems, which could be used in future landers on the moon and Mars, and are able to intelligently identify and avoid potential hazards on target landing zones	Isso foi um teste.	O voo de 12 minutos e de 100 quilómetros até à orla do espaço e de volta foi um teste a uma série de novas tecnologias, incluindo dois sistemas de sensores de descida e aterragem de precisão da NASA, que poderão ser utilizados em futuros aterrissadores na lua e em Marte e que são capazes de identificar e evitar de forma inteligente potenciais obstáculos nas zonas onde se pretende aterrar
testicle	testículo				
testimony	testemunho	That testimony might help convict him, but it would not be admissible in court.	Trump has disputed Comey's account of the conversation about Flynn as inaccurate, although his oldest son, Donald Trump Jr., a frequent defender of his father's White House performance, seemed to confirm the gist of it.	Aquele testemunho poderia ajudar a condená-lo, mas não seria admissível em tribunal.	O Trump contestou o testemunho do Comey sobre a conversa sobre o Flynn como sendo impreciso, embora o seu filho mais velho, o Donald Trump Jr
testosterone	testosterona	Testosterone is the hormone of aggressivity.	Testosterone is the hormone of aggressivity.	A testosterona é o hormônio da agressividade.	A testosterona é o hormônio da agressividade
tetanus	tétano	The tetanus shot hurt more than the dog bite.	Suggestions include tetanus shots for pregnant women, teaching women to keep their babies warm and snug against their chests and breast-feeding shortly after birth	A vacina de tétano dói mais que uma mordida de cachorro.	As sugestões incluem vacinas contra o tétano para as mulheres grávidas, ensinar as mulheres a manter os seus bebés quentes e aconchegados contra o peito e amamentar logo após o nascimento
teton	teton				
text	texto	She sent me a text.	 by Saint Mesrob Machtots, with the Bible being the first text written with those letters	Ela me mandou um texto.	 pelo Santo Mesrob Machtots, sendo a Bíblia o primeiro texto escrito com essas letras
textile	têxtil	The textile industry will adapt to a market of free competition in the coming years.	The textile industry will adapt to a market of free competition in the coming years	A indústria têxtil adaptar-se-á a um mercado de livre competência nos próximos anos.	A indústria têxtil adaptar-se-á a um mercado de livre competência nos próximos anos
Thailand	tailândia				
thaw	descongelamento				
theater	teatro	I was at the theater.	The free access which many young people have to romances, novels, and plays has poisoned the mind and corrupted the morals of many a promising youth; and prevented others from improving their minds in useful knowledge. Parents take care to feed their children with wholesome diet; and yet how unconcerned about the provision for the mind, whether they are furnished with salutary food, or with trash, chaff, or poison?	Eu estava no teatro.	O livre acesso que muitos jovens têm a romances, novelas e peças de teatro envenenou a mente e corrompeu a moral de muita juventude promissora e impediu que outros melhorassem as suas mentes com conhecimentos úteis
then	então	I was a baby then.	"If by a ""Liberal"" they mean someone who looks ahead and not behind, someone who welcomes new ideas without rigid reactions, someone who cares about the welfare of the people-their health, their housing, their schools, their jobs, their civil rights and their civil liberties-someone who believes we can break through the stalemate and suspicions that grip us in our policies abroad, if that is what they mean by a ""Liberal"", then I'm proud to say I'm a ""Liberal"""	Eu era então um bebê.	"Se com ""Liberal"" eles querem dizer alguém que olha para a frente e não para trás, alguém que acolhe novas ideias sem reações rígidas, alguém que se preocupa com a prosperidade das pessoas — a sua saúde, a sua moradia, as suas escolas, os seus empregos, os seus direitos civis e as suas liberdades civis — alguém que acredita que podemos superar o impasse e as suspeitas que nos prendem nas nossas políticas externas, se é isso que eles querem dizer com ""Liberal"", então tenho orgulho em dizer que eu sou um ""Liberal"""
theory	teoria	I have a theory.	" In either case, by utilizing the elements of negation in Society, they become apostles of violence, proclaiming the theory of ""creative destruction"	Eu tenho uma teoria.	" Em ambos os casos, ao utilizar os elementos da negação na Sociedade, eles se tornam apóstolos da violência, proclamando a teoria da ""destruição criativa"""
therefore	Portanto				
Thermometer	Termômetro				
Thermos	garrafa térmica				
thick	espesso	This honey is very thick.	When we were children, my elder brother bound a very thick stack of our comics with strings and glue to make a very thick book out of them	Este mel é muito espesso.	Quando éramos crianças, o meu irmão mais velho juntou uma pilha muito grossa das nossas bandas desenhadas com cordas e cola para criar um livro muito espesso a partir delas
thief	Ladrão				
thigh	coxa	Sami hit Layla in her thigh.	Could I have half a kilo of chicken thighs, please?	Sami atingiu Layla na coxa.	Me vê meio quilo de coxa de frango por favor?
thin	fino	It's too thin.	One book is thin	É muito fino.	Um livro é fino
third	terceiro	I came in third.	 / He in Italia long shall battle with his foes, / and crush fierce tribes, and milder ways ordain, / and cities build and wield the Latin sway, / till the third summer shall have seen him reign, / and three long winter-seasons passed away / since fierce Rutulia did his arms obey	Eu cheguei em terceiro.	Esse teu filho – já que estás tão preocupada / e aflita, vou dizer-te, antecipando / de muito o que registra o livro do destino – / fará na Itália demorada guerra, / vencerá tribos belicosas, fundará / para seu povo uma cidade organizada, / até que três verões no Lácio o vejam / a reinar e um terceiro inverno passe, / depois que ele tiver os rútulos vencido
third	terceiro	I came in third.	 / He in Italia long shall battle with his foes, / and crush fierce tribes, and milder ways ordain, / and cities build and wield the Latin sway, / till the third summer shall have seen him reign, / and three long winter-seasons passed away / since fierce Rutulia did his arms obey	Eu cheguei em terceiro.	Esse teu filho – já que estás tão preocupada / e aflita, vou dizer-te, antecipando / de muito o que registra o livro do destino – / fará na Itália demorada guerra, / vencerá tribos belicosas, fundará / para seu povo uma cidade organizada, / até que três verões no Lácio o vejam / a reinar e um terceiro inverno passe, / depois que ele tiver os rútulos vencido
thirsty	com sede				
thirsty	com sede				
thirteen	treze	Tom is thirteen.	I still have a scar on my left leg from a car accident I was in when I was thirteen years old	Tom tem treze anos de idade.	Eu ainda tenho uma cicatriz na minha perna direita de um acidente de carro quando eu tinha treze anos
Thirtieth	Trigésimo				
thirty	trinta	I'm thirty.	 Mercer, who in 1846 was the principal civil officer of Government at Badulla, sent me a jagged fragment of an elephant’s tusk, about five inches in diameter, and weighing between twenty and thirty pounds, which had been brought to him by some natives, who, being attracted by a noise in the jungle, witnessed a combat between a tusker and one without tusks, and saw the latter with his trunk seize one of the tusks of his antagonist and wrench from it the portion in question, which measured two feet in length	Eu tenho trinta anos.	 Mercer, que em 1846 foi o funcionário civil mais importante do Governo em Badula, enviou-me um fragmento irregular da presa de um elefante, com cerca de cinco polegadas de diâmetro e pesando entre vinte e trinta libras, que lhe tinha sido trazido por alguns nativos, que, ao serem atraídos por um barulho na selva, testemunharam o combate entre um elefante com presas e um sem presas e viram este último com a sua tromba agarrar uma das presas do seu antagonista e arrancar-lhe a parte em questão, que media dois pés de comprimento
thousand	mil	I'm terribly sorry.	“The National Archives holds over 15 billion pages of textual records, over 18 million maps, charts and architectural drawings, more than 43 million images, more than 365,000 reels of film and over 110,000 videotapes, to say nothing of the billions of electronic records,” says Meghan Ryan Guthorn, acting deputy chief operating officer of the agency.	Peço mil desculpas.	O Arquivo Nacional detém mais de 15 mil milhões de páginas de registos textuais, mais de 18 milhões de mapas, cartas e desenhos arquitetónicos, mais de 43 milhões de imagens, mais de 365
